ma_phieu,tuyen,lop,so_thu_tu,loai,nhom_ma,nhom_ten,ten_phieu,hoc_ky,tuan,moc_kiem_tra,thoi_luong_phut,thang_diem
GITA-T1-L5-P087,T1,5,87,CD,D,Toán điển hình & Giải toán có lời văn,Ôn tập toán chuyển động,HK2,29,Cuối kỳ II,90,100
GITA-T1-L5-P088,T1,5,88,CD,F,Hình học,Ôn tập hình học phẳng,HK2,30,Cuối kỳ II,90,100
GITA-T1-L5-P089,T1,5,89,CD,F,Hình học,Ôn tập hình học không gian,HK2,30,Cuối kỳ II,90,100
GITA-T1-L5-P090,T1,5,90,DV,*,Tổng hợp nhiều nhóm chuyên đề,Kiểm tra định vị số 9 — Tổng ôn phiếu P081–P089,HK2,30,Cuối kỳ II,90,100
GITA-T1-L5-P091,T1,5,91,CD,C,Dãy số & Quy luật,Ôn tập dãy số và quy luật,HK2,31,Cuối kỳ II,90,100
GITA-T1-L5-P092,T1,5,92,CD,G,Suy luận logic & Toán đếm,Ôn tập suy luận và toán đếm,HK2,31,Cuối kỳ II,90,100
GITA-T1-L5-P093,T1,5,93,CD,B,Phép tính & Tính nhanh,Ôn tập biểu thức và tính nhanh,HK2,31,Cuối kỳ II,90,100
GITA-T1-L5-P094,T1,5,94,CD,D,Toán điển hình & Giải toán có lời văn,Ôn tập toán điển hình lớp 5,HK2,32,Cuối kỳ II,90,100
GITA-T1-L5-P095,T1,5,95,CD,H,Phân số – Số thập phân – Tỉ số phần trăm – Thống kê,Ôn tập phân số và số thập phân,HK2,32,Cuối kỳ II,90,100
GITA-T1-L5-P096,T1,5,96,CD,E,Đại lượng – Đo lường – Thời gian,Ôn tập số đo thời gian,HK2,32,Cuối kỳ II,90,100
GITA-T1-L5-P097,T1,5,97,CD,A,Số học & Cấu tạo số,Ôn tập số học tổng hợp,HK2,33,Cuối kỳ II,90,100
GITA-T1-L5-P098,T1,5,98,CD,D,Toán điển hình & Giải toán có lời văn,Ôn tập giải toán có lời văn,HK2,33,Cuối kỳ II,90,100
GITA-T1-L5-P099,T1,5,99,CD,D,Toán điển hình & Giải toán có lời văn,Tổng ôn cuối cấp tiểu học,HK2,33,Cuối kỳ II,90,100
GITA-T1-L5-P100,T1,5,100,DV,*,Tổng hợp nhiều nhóm chuyên đề,Kiểm tra định vị số 10 — Tổng ôn phiếu P091–P099,HK2,34,Cuối kỳ II,90,100
GITA-T2-L5-P001,T2,5,1,CD,A,Số học & Cấu tạo số,Cấu tạo số tự nhiên và bài toán về chữ số,HK1,1,Giữa kỳ I,90,100
GITA-T2-L5-P002,T2,5,2,CD,H,Phân số – Số thập phân – Tỉ số phần trăm – Thống kê,So sánh phân số bằng nhiều cách,HK1,1,Giữa kỳ I,90,100
GITA-T2-L5-P003,T2,5,3,CD,C,Dãy số & Quy luật,Dãy số cách đều — công thức tổng quát,HK1,1,Giữa kỳ I,90,100
GITA-T2-L5-P004,T2,5,4,CD,G,Suy luận logic & Toán đếm,"Suy luận logic: lập bảng, loại trừ, giả thiết tạm",HK1,2,Giữa kỳ I,90,100
GITA-T2-L5-P005,T2,5,5,CD,D,Toán điển hình & Giải toán có lời văn,"Tổng – hiệu, tổng – tỉ, hiệu – tỉ: các dạng ẩn",HK1,2,Giữa kỳ I,90,100
GITA-T2-L5-P006,T2,5,6,CD,F,Hình học,Diện tích tam giác — quan hệ giữa đáy và chiều cao,HK1,2,Giữa kỳ I,90,100
GITA-T2-L5-P007,T2,5,7,CD,A,Số học & Cấu tạo số,Dấu hiệu chia hết tổng hợp và bài toán về số dư,HK1,3,Giữa kỳ I,90,100
GITA-T2-L5-P008,T2,5,8,CD,B,Phép tính & Tính nhanh,Tính nhanh tổng dãy phân số có quy luật,HK1,3,Giữa kỳ I,90,100
GITA-T2-L5-P009,T2,5,9,CD,D,Toán điển hình & Giải toán có lời văn,Bài toán về đại lượng tỉ lệ thuận và tỉ lệ nghịch,HK1,3,Giữa kỳ I,90,100
GITA-T2-L5-P010,T2,5,10,DV,*,Tổng hợp nhiều nhóm chuyên đề,Kiểm tra định vị số 1 — Tổng ôn phiếu P001–P009,HK1,4,Giữa kỳ I,90,100
GITA-T2-L5-P011,T2,5,11,CD,F,Hình học,Tỉ số diện tích hai tam giác có chung chiều cao,HK1,4,Giữa kỳ I,90,100
GITA-T2-L5-P012,T2,5,12,CD,C,Dãy số & Quy luật,Dãy phân số theo quy luật,HK1,4,Giữa kỳ I,90,100
GITA-T2-L5-P013,T2,5,13,CD,G,Suy luận logic & Toán đếm,Nguyên lý Đi-rích-lê và ứng dụng,HK1,5,Giữa kỳ I,90,100
GITA-T2-L5-P014,T2,5,14,CD,D,Toán điển hình & Giải toán có lời văn,Bài toán về trung bình cộng nâng cao,HK1,5,Giữa kỳ I,90,100
GITA-T2-L5-P015,T2,5,15,CD,A,Số học & Cấu tạo số,"Số nguyên tố, hợp số, phân tích ra thừa số nguyên tố",HK1,5,Giữa kỳ I,90,100
GITA-T2-L5-P016,T2,5,16,CD,H,Phân số – Số thập phân – Tỉ số phần trăm – Thống kê,Bốn phép tính phân số — tính nhanh nâng cao,HK1,6,Giữa kỳ I,90,100
GITA-T2-L5-P017,T2,5,17,CD,F,Hình học,Tỉ số diện tích hai tam giác có chung đáy,HK1,6,Giữa kỳ I,90,100
GITA-T2-L5-P018,T2,5,18,CD,D,Toán điển hình & Giải toán có lời văn,Bài toán về tuổi nâng cao,HK1,6,Giữa kỳ I,90,100
GITA-T2-L5-P019,T2,5,19,CD,G,Suy luận logic & Toán đếm,"Toán đếm: quy tắc cộng, quy tắc nhân, hoán vị đơn giản",HK1,7,Giữa kỳ I,90,100
GITA-T2-L5-P020,T2,5,20,DV,*,Tổng hợp nhiều nhóm chuyên đề,Kiểm tra định vị số 2 — Tổng ôn phiếu P011–P019,HK1,7,Giữa kỳ I,90,100
GITA-T2-L5-P021,T2,5,21,CD,A,Số học & Cấu tạo số,Ước chung lớn nhất và bội chung nhỏ nhất — làm quen,HK1,7,Giữa kỳ I,90,100
GITA-T2-L5-P022,T2,5,22,CD,B,Phép tính & Tính nhanh,So sánh biểu thức và tính nhanh không dùng máy tính,HK1,8,Giữa kỳ I,90,100
GITA-T2-L5-P023,T2,5,23,CD,F,Hình học,Bài toán chia tam giác theo tỉ lệ diện tích,HK1,8,Giữa kỳ I,90,100
GITA-T2-L5-P024,T2,5,24,CD,D,Toán điển hình & Giải toán có lời văn,Bài toán công việc chung và bài toán vòi nước,HK1,8,Giữa kỳ I,90,100
GITA-T2-L5-P025,T2,5,25,CD,H,Phân số – Số thập phân – Tỉ số phần trăm – Thống kê,"Số thập phân: so sánh, tính nhanh, chữ số thập phân thứ n",HK1,9,Giữa kỳ I,90,100
GITA-T2-L5-P026,T2,5,26,CD,C,Dãy số & Quy luật,"Dãy số đặc biệt: Fibonacci, dãy bình phương, dãy số tam giác",HK1,9,Giữa kỳ I,90,100
GITA-T2-L5-P027,T2,5,27,CD,G,Suy luận logic & Toán đếm,Nguyên lý bù trừ và sơ đồ Ven,HK1,9,Giữa kỳ I,90,100
GITA-T2-L5-P028,T2,5,28,CD,D,Toán điển hình & Giải toán có lời văn,"Bài toán tỉ số phần trăm nâng cao: lãi kép, giảm giá liên tiếp",HK1,10,Cuối kỳ I,90,100
GITA-T2-L5-P029,T2,5,29,CD,F,Hình học,Diện tích hình thang và bài toán chia hình thang,HK1,10,Cuối kỳ I,90,100
GITA-T2-L5-P030,T2,5,30,DV,*,Tổng hợp nhiều nhóm chuyên đề,Kiểm tra định vị số 3 — Tổng ôn phiếu P021–P029,HK1,10,Cuối kỳ I,90,100
GITA-T2-L5-P031,T2,5,31,CD,A,Số học & Cấu tạo số,Chữ số tận cùng của lũy thừa và của tích,HK1,11,Cuối kỳ I,90,100
GITA-T2-L5-P032,T2,5,32,CD,D,Toán điển hình & Giải toán có lời văn,Bài toán chuyển động: gặp nhau và đuổi kịp,HK1,11,Cuối kỳ I,90,100
GITA-T2-L5-P033,T2,5,33,CD,G,Suy luận logic & Toán đếm,Bài toán bất biến và đơn biến,HK1,11,Cuối kỳ I,90,100
GITA-T2-L5-P034,T2,5,34,CD,F,Hình học,"Bài toán về hình tròn: chu vi, diện tích, hình vành khăn",HK1,12,Cuối kỳ I,90,100
GITA-T2-L5-P035,T2,5,35,CD,H,Phân số – Số thập phân – Tỉ số phần trăm – Thống kê,Bài toán về tỉ số và tỉ lệ phần trăm ẩn,HK1,12,Cuối kỳ I,90,100
GITA-T2-L5-P036,T2,5,36,CD,C,Dãy số & Quy luật,Tổng của dãy số có quy luật nhân,HK1,12,Cuối kỳ I,90,100
GITA-T2-L5-P037,T2,5,37,CD,D,Toán điển hình & Giải toán có lời văn,Bài toán chuyển động trên dòng nước,HK1,13,Cuối kỳ I,90,100
GITA-T2-L5-P038,T2,5,38,CD,B,Phép tính & Tính nhanh,Tính giá trị biểu thức có quy luật khử liên tiếp,HK1,13,Cuối kỳ I,90,100
GITA-T2-L5-P039,T2,5,39,CD,F,Hình học,Bài toán về diện tích phần tô màu trong hình phức,HK1,13,Cuối kỳ I,90,100
GITA-T2-L5-P040,T2,5,40,DV,*,Tổng hợp nhiều nhóm chuyên đề,Kiểm tra định vị số 4 — Tổng ôn phiếu P031–P039,HK1,14,Cuối kỳ I,90,100
GITA-T2-L5-P041,T2,5,41,CD,G,Suy luận logic & Toán đếm,"Suy luận logic: nói thật – nói dối, ai là ai",HK1,14,Cuối kỳ I,90,100
GITA-T2-L5-P042,T2,5,42,CD,D,Toán điển hình & Giải toán có lời văn,Bài toán chuyển động của kim đồng hồ,HK1,14,Cuối kỳ I,90,100
GITA-T2-L5-P043,T2,5,43,CD,A,Số học & Cấu tạo số,Bài toán chia hết và số dư trong dãy số,HK1,15,Cuối kỳ I,90,100
GITA-T2-L5-P044,T2,5,44,CD,F,Hình học,"Thể tích hình hộp chữ nhật, lập phương và bài toán ngược",HK1,15,Cuối kỳ I,90,100
GITA-T2-L5-P045,T2,5,45,CD,H,Phân số – Số thập phân – Tỉ số phần trăm – Thống kê,Bài toán phần trăm trong bài toán dung dịch và hỗn hợp,HK1,15,Cuối kỳ I,90,100
GITA-T2-L5-P046,T2,5,46,CD,C,Dãy số & Quy luật,Dãy số hình học và bài toán đếm số hạng,HK1,16,Cuối kỳ I,90,100
GITA-T2-L5-P047,T2,5,47,CD,D,Toán điển hình & Giải toán có lời văn,"Bài toán về hai chuyển động xuất phát cùng lúc, khác lúc",HK1,16,Cuối kỳ I,90,100
GITA-T2-L5-P048,T2,5,48,CD,G,Suy luận logic & Toán đếm,"Toán đếm: đếm số thoả điều kiện, đếm số đường đi",HK1,16,Cuối kỳ I,90,100
GITA-T2-L5-P049,T2,5,49,CD,F,Hình học,"Diện tích xung quanh, toàn phần và bài toán thực tế",HK1,17,Cuối kỳ I,90,100
GITA-T2-L5-P050,T2,5,50,DV,*,Tổng hợp nhiều nhóm chuyên đề,Kiểm tra định vị số 5 — Tổng ôn phiếu P041–P049,HK1,17,Cuối kỳ I,90,100
GITA-T2-L5-P051,T2,5,51,CD,A,Số học & Cấu tạo số,Bài toán tìm số tự nhiên thoả nhiều điều kiện,HK1,17,Cuối kỳ I,90,100
GITA-T2-L5-P052,T2,5,52,CD,D,Toán điển hình & Giải toán có lời văn,Bài toán về năng suất và công việc nâng cao,HK1,18,Cuối kỳ I,90,100
GITA-T2-L5-P053,T2,5,53,CD,F,Hình học,"Bài toán ghép, cắt và xếp khối lập phương",HK1,18,Cuối kỳ I,90,100
GITA-T2-L5-P054,T2,5,54,CD,H,Phân số – Số thập phân – Tỉ số phần trăm – Thống kê,Bài toán về phân số ẩn trong bài toán có lời văn,HK1,18,Cuối kỳ I,90,100
GITA-T2-L5-P055,T2,5,55,CD,G,Suy luận logic & Toán đếm,"Bài toán cân, đo, thử với số lần ít nhất",HK2,19,Giữa kỳ II,90,100
GITA-T2-L5-P056,T2,5,56,CD,C,Dãy số & Quy luật,Bài toán đánh số trang và đếm chữ số trong dãy số,HK2,19,Giữa kỳ II,90,100
GITA-T2-L5-P057,T2,5,57,CD,D,Toán điển hình & Giải toán có lời văn,Bài toán chuyển động có nghỉ và có đổi vận tốc,HK2,19,Giữa kỳ II,90,100
GITA-T2-L5-P058,T2,5,58,CD,B,Phép tính & Tính nhanh,Tính nhanh tổng hợp phân số và số thập phân,HK2,20,Giữa kỳ II,90,100
GITA-T2-L5-P059,T2,5,59,CD,F,Hình học,Bài toán hình học có yếu tố tỉ lệ và chuyển động,HK2,20,Giữa kỳ II,90,100
GITA-T2-L5-P060,T2,5,60,DV,*,Tổng hợp nhiều nhóm chuyên đề,Kiểm tra định vị số 6 — Tổng ôn phiếu P051–P059,HK2,20,Giữa kỳ II,90,100
GITA-T2-L5-P061,T2,5,61,CD,G,Suy luận logic & Toán đếm,Bài toán tô màu và bài toán bàn cờ,HK2,21,Giữa kỳ II,90,100
GITA-T2-L5-P062,T2,5,62,CD,D,Toán điển hình & Giải toán có lời văn,"Bài toán về trộn, pha và đổi tỉ lệ",HK2,21,Giữa kỳ II,90,100
GITA-T2-L5-P063,T2,5,63,CD,A,Số học & Cấu tạo số,Bài toán về số chính phương — làm quen,HK2,21,Giữa kỳ II,90,100
GITA-T2-L5-P064,T2,5,64,CD,F,Hình học,Bài toán về tam giác trong hình chữ nhật và hình thang,HK2,22,Giữa kỳ II,90,100
GITA-T2-L5-P065,T2,5,65,CD,H,Phân số – Số thập phân – Tỉ số phần trăm – Thống kê,Bài toán tỉ số phần trăm trong biểu đồ,HK2,22,Giữa kỳ II,90,100
GITA-T2-L5-P066,T2,5,66,CD,C,Dãy số & Quy luật,Quy luật ma trận số và bảng số,HK2,22,Giữa kỳ II,90,100
GITA-T2-L5-P067,T2,5,67,CD,D,Toán điển hình & Giải toán có lời văn,"Bài toán tổng, hiệu, tỉ với ba đại lượng",HK2,23,Giữa kỳ II,90,100
GITA-T2-L5-P068,T2,5,68,CD,G,Suy luận logic & Toán đếm,Bài toán chia phần và bài toán phân phối,HK2,23,Giữa kỳ II,90,100
GITA-T2-L5-P069,T2,5,69,CD,E,Đại lượng – Đo lường – Thời gian,Bài toán về số đo thời gian nâng cao,HK2,23,Giữa kỳ II,90,100
GITA-T2-L5-P070,T2,5,70,DV,*,Tổng hợp nhiều nhóm chuyên đề,Kiểm tra định vị số 7 — Tổng ôn phiếu P061–P069,HK2,24,Giữa kỳ II,90,100
GITA-T2-L5-P071,T2,5,71,CD,F,Hình học,Bài toán về khối lập phương sơn màu,HK2,24,Giữa kỳ II,90,100
GITA-T2-L5-P072,T2,5,72,CD,D,Toán điển hình & Giải toán có lời văn,Bài toán suy luận kết hợp chuyển động,HK2,24,Giữa kỳ II,90,100
GITA-T2-L5-P073,T2,5,73,CD,E,Đại lượng – Đo lường – Thời gian,"Bài toán thực tế: mua bán, thuế, chiết khấu",HK2,25,Giữa kỳ II,90,100
GITA-T2-L5-P074,T2,5,74,CD,C,Dãy số & Quy luật,Dãy số và bài toán tìm số hạng bị xoá,HK2,25,Giữa kỳ II,90,100
GITA-T2-L5-P075,T2,5,75,CD,G,Suy luận logic & Toán đếm,Suy luận tổng hợp nhiều dữ kiện dạng đề chuyên,HK2,25,Giữa kỳ II,90,100
GITA-T2-L5-P076,T2,5,76,CD,A,Số học & Cấu tạo số,Bài toán số học dạng đề Chuyên Toán KHTN,HK2,26,Giữa kỳ II,90,100
GITA-T2-L5-P077,T2,5,77,CD,F,Hình học,Bài toán hình học dạng đề Chuyên Hà Nội – Amsterdam,HK2,26,Giữa kỳ II,90,100
GITA-T2-L5-P078,T2,5,78,CD,D,Toán điển hình & Giải toán có lời văn,Bài toán điển hình dạng đề THCS Cầu Giấy,HK2,26,Giữa kỳ II,90,100
GITA-T2-L5-P079,T2,5,79,CD,E,Đại lượng – Đo lường – Thời gian,Bài toán thực tế dạng đề đánh giá năng lực,HK2,27,Cuối kỳ II,90,100
GITA-T2-L5-P080,T2,5,80,DV,*,Tổng hợp nhiều nhóm chuyên đề,Kiểm tra định vị số 8 — Tổng ôn phiếu P071–P079,HK2,27,Cuối kỳ II,90,100
GITA-T2-L5-P081,T2,5,81,CD,G,Suy luận logic & Toán đếm,Bài toán suy luận dạng đề Chuyên Chu Văn An,HK2,27,Cuối kỳ II,90,100
GITA-T2-L5-P082,T2,5,82,CD,H,Phân số – Số thập phân – Tỉ số phần trăm – Thống kê,Bài toán phân số và phần trăm dạng đề chuyên,HK2,28,Cuối kỳ II,90,100
GITA-T2-L5-P083,T2,5,83,CD,C,Dãy số & Quy luật,Bài toán dãy số dạng đề chuyên,HK2,28,Cuối kỳ II,90,100
GITA-T2-L5-P084,T2,5,84,CD,B,Phép tính & Tính nhanh,Bài toán tính nhanh dạng đề chuyên,HK2,28,Cuối kỳ II,90,100
GITA-T2-L5-P085,T2,5,85,CD,D,Toán điển hình & Giải toán có lời văn,Mô phỏng đề thi vào lớp 6 — phần tự luận (đề 1),HK2,29,Cuối kỳ II,90,100
GITA-T2-L5-P086,T2,5,86,CD,G,Suy luận logic & Toán đếm,Mô phỏng đề thi vào lớp 6 — phần trắc nghiệm (đề 1),HK2,29,Cuối kỳ II,90,100
GITA-T2-L5-P087,T2,5,87,CD,D,Toán điển hình & Giải toán có lời văn,Mô phỏng đề thi vào lớp 6 — phần tự luận (đề 2),HK2,29,Cuối kỳ II,90,100
GITA-T2-L5-P088,T2,5,88,CD,F,Hình học,Mô phỏng đề thi vào lớp 6 — phần hình học chuyên sâu,HK2,30,Cuối kỳ II,90,100
GITA-T2-L5-P089,T2,5,89,CD,A,Số học & Cấu tạo số,Tổng ôn số học nâng cao lớp 5,HK2,30,Cuối kỳ II,90,100
GITA-T2-L5-P090,T2,5,90,DV,*,Tổng hợp nhiều nhóm chuyên đề,Kiểm tra định vị số 9 — Tổng ôn phiếu P081–P089,HK2,30,Cuối kỳ II,90,100
GITA-T2-L5-P091,T2,5,91,CD,D,Toán điển hình & Giải toán có lời văn,Tổng ôn toán điển hình và chuyển động nâng cao,HK2,31,Cuối kỳ II,90,100
GITA-T2-L5-P092,T2,5,92,CD,F,Hình học,Tổng ôn hình học phẳng và không gian nâng cao,HK2,31,Cuối kỳ II,90,100
GITA-T2-L5-P093,T2,5,93,CD,G,Suy luận logic & Toán đếm,Tổng ôn suy luận và toán đếm nâng cao,HK2,31,Cuối kỳ II,90,100
GITA-T2-L5-P094,T2,5,94,CD,C,Dãy số & Quy luật,Tổng ôn dãy số và quy luật nâng cao,HK2,32,Cuối kỳ II,90,100
GITA-T2-L5-P095,T2,5,95,CD,H,Phân số – Số thập phân – Tỉ số phần trăm – Thống kê,"Tổng ôn phân số, số thập phân và phần trăm nâng cao",HK2,32,Cuối kỳ II,90,100
GITA-T2-L5-P096,T2,5,96,CD,B,Phép tính & Tính nhanh,Tổng ôn tính nhanh và biểu thức nâng cao,HK2,32,Cuối kỳ II,90,100
GITA-T2-L5-P097,T2,5,97,CD,E,Đại lượng – Đo lường – Thời gian,Tổng ôn đại lượng và toán thực tế nâng cao,HK2,33,Cuối kỳ II,90,100
GITA-T2-L5-P098,T2,5,98,CD,A,Số học & Cấu tạo số,"Tổng ôn chia hết, cấu tạo số và số nguyên tố",HK2,33,Cuối kỳ II,90,100
GITA-T2-L5-P099,T2,5,99,CD,D,Toán điển hình & Giải toán có lời văn,Tổng duyệt — mô phỏng đề thi chuyên trọn vẹn,HK2,33,Cuối kỳ II,90,100
GITA-T2-L5-P100,T2,5,100,DV,*,Tổng hợp nhiều nhóm chuyên đề,Kiểm tra định vị số 10 — Tổng ôn phiếu P091–P099,HK2,34,Cuối kỳ II,90,100
