Mã đề,Tên đề,Câu số,Phần thi,Câu trong phần,Chuyên đề,Mức độ,Dạng câu,Đề bài,Phương án,Đáp án,Điểm,Thời gian mục tiêu (giây),Lời giải
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,11,Toán,11,Tổ hợp & xác suất,2,Điền đáp án,"Giá trị của tổ hợp chập 2 của 6 phần tử, C(6, 2), bằng bao nhiêu?",,15,1,60,"C(6, 2) = 6!/(2!·4!) = (6 × 5)/2 = 15. Mẹo nhanh: nhân hai số giảm dần từ 6 rồi chia cho 2!."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,12,Toán,12,Hình học tọa độ,2,Trắc nghiệm,Đường tròn x² + y² − 2x + 4y − 20 = 0 có bán kính bằng:,A. 5 | B. 20 | C. √20 | D. 4,A,1,60,"Với dạng x² + y² − 2ax − 2by + c = 0 thì tâm I(a; b), R = √(a² + b² − c). Ở đây a = 1, b = −2, c = −20 ⟹ R = √(1 + 4 + 20) = 5."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,13,Toán,13,Hình học tọa độ,2,Trắc nghiệm,Hai đường thẳng y = 2x + 1 và y = 2x − 3 có vị trí tương đối là:,A. Song song | B. Trùng nhau | C. Cắt nhau | D. Vuông góc,A,1,60,Hai đường thẳng có cùng hệ số góc (đều bằng 2) nhưng khác tung độ gốc (1 và −3) nên song song. Nếu cả hai hệ số đều bằng nhau thì mới trùng nhau.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,14,Toán,14,Hình học tọa độ,2,Điền đáp án,Đường tròn có phương trình (x − 2)² + (y + 1)² = 9. Bán kính của đường tròn bằng bao nhiêu?,,3,1,60,"Ở dạng chính tắc (x − a)² + (y − b)² = R², vế phải là BÌNH PHƯƠNG bán kính. Từ R² = 9 suy ra R = 3."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,15,Toán,15,Mũ & logarit,2,Điền đáp án,Nghiệm của phương trình 2^(x+1) = 32 là x = ?,,4,1,60,Đưa hai vế về cùng cơ số 2: 32 = 2⁵. Hàm mũ là hàm đơn điệu nên hai lũy thừa cùng cơ số bằng nhau khi và chỉ khi số mũ bằng nhau: x + 1 = 5 ⟹ x = 4.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,16,Toán,16,Hình học phẳng & không gian,2,Trắc nghiệm,Tam giác vuông có hai cạnh góc vuông bằng 6 cm và 8 cm. Đường cao ứng với cạnh huyền bằng:,"A. 4,8 cm | B. 5 cm | C. 4 cm | D. 7 cm",A,1,60,"Cạnh huyền = √(6² + 8²) = 10 cm. Diện tích tính hai cách: (6 × 8)/2 = (10 × h)/2 ⟹ h = 48/10 = 4,8 cm."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,17,Toán,17,Hình học phẳng & không gian,2,Trắc nghiệm,Tam giác vuông có cạnh huyền 13 cm và một cạnh góc vuông 5 cm. Cạnh góc vuông còn lại bằng:,A. 12 cm | B. 8 cm | C. 18 cm | D. √194 cm,A,1,60,"Theo định lý Pythagoras: cạnh còn lại = √(13² − 5²) = √(169 − 25) = √144 = 12 cm. Bộ ba 5–12–13 là bộ ba Pythagoras quen thuộc, nên nhớ sẵn."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,18,Toán,18,Hình học phẳng & không gian,2,Điền đáp án,"Hình tròn có bán kính 7 cm. Lấy π ≈ 22/7, chu vi hình tròn bằng bao nhiêu cm?",,44,1,60,Chu vi hình tròn C = 2πr = 2 × 22/7 × 7 = 44 cm. Chọn bán kính là bội của 7 giúp phép tính gọn hẳn.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,19,Toán,19,Hình học phẳng & không gian,2,Trắc nghiệm,"Hình hộp chữ nhật có ba kích thước 3 cm, 4 cm và 5 cm. Thể tích của nó bằng:",A. 60 cm³ | B. 47 cm³ | C. 94 cm³ | D. 12 cm³,A,1,60,Thể tích hình hộp chữ nhật là tích ba kích thước: 3 × 4 × 5 = 60 cm³.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,20,Toán,20,Hình học phẳng & không gian,2,Trắc nghiệm,Diện tích của tam giác đều cạnh 6 cm bằng:,A. 9√3 cm² | B. 18√3 cm² | C. 36√3 cm² | D. 6√3 cm²,A,1,60,Tam giác đều cạnh a có diện tích a²√3/4 = 36√3/4 = 9√3 cm².
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,21,Toán,21,"Dãy số, cấp số cộng & cấp số nhân",2,Trắc nghiệm,"Cấp số cộng (uₙ) có u₁ = 5, công sai d = 3. Số hạng u₂₀ bằng:",A. 62 | B. 65 | C. 59 | D. 60,A,1,60,uₙ = u₁ + (n − 1)d ⟹ u₂₀ = 5 + 19 × 3 = 62.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,22,Toán,22,"Dãy số, cấp số cộng & cấp số nhân",2,Điền đáp án,Dãy số có số hạng tổng quát uₙ = 2n + 1. Số hạng thứ 20 bằng bao nhiêu?,,41,1,60,Thay n = 20 vào công thức tổng quát: u₂₀ = 2 × 20 + 1 = 41.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,23,Toán,23,Thống kê & xử lý số liệu,2,Trắc nghiệm,"Bốn tổ của một lớp có số học sinh lần lượt là 8; 10; 12; 10. Số học sinh trung bình của mỗi tổ là:",A. 10 | B. 9 | C. 11 | D. 40,A,1,60,"Tổng số học sinh là 8 + 10 + 12 + 10 = 40, chia cho 4 tổ được 10 học sinh mỗi tổ."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,24,Toán,24,Thống kê & xử lý số liệu,2,Trắc nghiệm,"Khoảng biến thiên của mẫu số liệu 12; 5; 20; 8 bằng:","A. 15 | B. 11,25 | C. 8 | D. 20",A,1,60,Khoảng biến thiên bằng giá trị lớn nhất trừ giá trị nhỏ nhất: 20 − 5 = 15.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,25,Toán,25,Thống kê & xử lý số liệu,2,Trắc nghiệm,"Doanh thu bốn quý của một doanh nghiệp lần lượt là 120; 150; 180; 210 (tỉ đồng). Doanh thu quý IV tăng bao nhiêu phần trăm so với quý I?","A. 75% | B. 42,9% | C. 90% | D. 175%",A,1,60,"Mức tăng tương đối = (210 − 120)/120 = 90/120 = 0,75 = 75%."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,26,Toán,26,Thống kê & xử lý số liệu,2,Trắc nghiệm,"Trung vị của mẫu số liệu 3; 5; 8; 10 là:","A. 6,5 | B. 5 | C. 8 | D. 6",A,1,60,"Mẫu đã sắp xếp và có 4 giá trị (chẵn), nên trung vị là trung bình cộng hai giá trị ở giữa: (5 + 8)/2 = 6,5."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,27,Toán,27,"Hàm số, phương trình & bất phương trình",3,Trắc nghiệm,Tập xác định của hàm số y = √(x − 2)/(x − 5) là:,"A. [2; 5) ∪ (5; +∞) | B. (2; +∞) | C. [2; +∞) | D. ℝ \ {5}",A,1,90,Cần đồng thời x − 2 ≥ 0 để căn xác định và x − 5 ≠ 0 để mẫu khác 0. Kết hợp được x ≥ 2 và x ≠ 5.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,28,Toán,28,"Hàm số, phương trình & bất phương trình",3,Điền đáp án,Tìm giá trị nguyên nhỏ nhất của m để phương trình x² − 2(m + 1)x + m² + 3 = 0 có hai nghiệm phân biệt.,,2,1,90,Δ' = (m + 1)² − (m² + 3) = 2m − 2. Hai nghiệm phân biệt khi Δ' > 0 ⟺ m > 1. Giá trị nguyên nhỏ nhất là m = 2.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,29,Toán,29,"Hàm số, phương trình & bất phương trình",3,Trắc nghiệm,"Cho hai số thực x, y thỏa mãn x + y = 7 và xy = 12. Giá trị của x² + y² bằng:",A. 25 | B. 37 | C. 49 | D. 13,A,1,90,x² + y² = (x + y)² − 2xy = 49 − 24 = 25.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,30,Toán,30,"Hàm số, phương trình & bất phương trình",3,Trắc nghiệm,Tọa độ đỉnh của parabol y = x² − 2x − 3 là:,"A. (1; −4) | B. (−1; 0) | C. (1; −3) | D. (2; −3)",A,1,90,"Hoành độ đỉnh x = −b/(2a) = 2/2 = 1. Thay vào hàm số: y = 1 − 2 − 3 = −4. Vậy đỉnh là (1; −4)."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,31,Toán,31,"Hàm số, phương trình & bất phương trình",3,Điền đáp án,"Gọi x₁, x₂ là hai nghiệm của phương trình x² − 5x + 6 = 0. Giá trị của x₁³ + x₂³ bằng bao nhiêu?",,35,1,90,"Theo Viète: x₁ + x₂ = 5, x₁x₂ = 6. Dùng hằng đẳng thức x₁³ + x₂³ = (x₁ + x₂)³ − 3x₁x₂(x₁ + x₂) = 125 − 3 × 6 × 5 = 35. Có thể kiểm lại bằng hai nghiệm 2 và 3: 8 + 27 = 35."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,32,Toán,32,Số học & tỉ lệ phần trăm,3,Điền đáp án,"Người thợ A làm xong một công việc trong 6 giờ, người thợ B làm xong công việc đó trong 12 giờ. Nếu cùng làm thì sau bao nhiêu giờ họ hoàn thành công việc?",,4,1,90,Năng suất cộng được: 1/6 + 1/12 = 3/12 = 1/4 công việc mỗi giờ. Vậy cần 4 giờ.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,33,Toán,33,Số học & tỉ lệ phần trăm,3,Trắc nghiệm,Một ô tô đi từ A đến B với vận tốc 60 km/h rồi quay về A với vận tốc 40 km/h. Vận tốc trung bình của cả hành trình là:,A. 48 km/h | B. 50 km/h | C. 52 km/h | D. 45 km/h,A,1,90,"Vận tốc trung bình bằng tổng quãng đường chia tổng thời gian, không phải trung bình cộng hai vận tốc. Gọi quãng đường AB là s: thời gian = s/60 + s/40 = s/24, nên vận tốc trung bình = 2s : (s/24) = 48 km/h."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,34,Toán,34,"Đạo hàm, tích phân & khảo sát hàm số",3,Trắc nghiệm,Hàm số y = x⁴ − 2x² có bao nhiêu điểm cực trị?,A. 3 | B. 1 | C. 2 | D. 0,A,1,90,"y' = 4x³ − 4x = 4x(x² − 1) có ba nghiệm phân biệt x = −1, 0, 1, và đạo hàm đổi dấu qua cả ba nghiệm nên hàm có 3 điểm cực trị."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,35,Toán,35,"Đạo hàm, tích phân & khảo sát hàm số",3,Điền đáp án,"Diện tích hình phẳng giới hạn bởi đồ thị y = x², trục hoành và hai đường thẳng x = 0, x = 3 bằng bao nhiêu?",,9,1,90,S = ∫₀³ x² dx = [x³/3]₀³ = 27/3 = 9. Trên đoạn này hàm không âm nên không cần lấy giá trị tuyệt đối.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,36,Toán,36,"Đạo hàm, tích phân & khảo sát hàm số",3,Trắc nghiệm,Tính tích phân ∫₀¹ (3x² + 2x) dx.,A. 2 | B. 3 | C. 1 | D. 5/2,A,1,90,Nguyên hàm là x³ + x². Thay cận: (1 + 1) − (0 + 0) = 2.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,37,Toán,37,"Đạo hàm, tích phân & khảo sát hàm số",3,Điền đáp án,"Giá trị lớn nhất của hàm số f(x) = −x² + 4x + 1 trên đoạn [0; 3] bằng bao nhiêu?",,5,1,90,"f'(x) = −2x + 4 = 0 ⟹ x = 2 ∈ [0; 3]. So sánh f(0) = 1, f(2) = 5, f(3) = 4 ⟹ giá trị lớn nhất là 5."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,38,Toán,38,"Đạo hàm, tích phân & khảo sát hàm số",3,Trắc nghiệm,Hàm số y = x³ − 3x² + 2 đồng biến trên khoảng nào sau đây?,"A. (2; +∞) | B. (0; 2) | C. (−1; 1) | D. (0; +∞)",A,1,90,"y' = 3x² − 6x = 3x(x − 2), triệt tiêu tại x = 0 và x = 2. Hàm đồng biến khi y' > 0, tức trên (−∞; 0) và (2; +∞); nghịch biến trên (0; 2)."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,39,Toán,39,Tổ hợp & xác suất,3,Trắc nghiệm,Tung hai đồng xu cân đối. Xác suất có ít nhất một mặt ngửa là:,A. 3/4 | B. 1/2 | C. 1/4 | D. 2/3,A,1,90,"Dùng biến cố đối cho nhanh: xác suất không có mặt ngửa nào (cả hai đều sấp) là 1/4, nên xác suất cần tìm là 1 − 1/4 = 3/4. Bài toán ""ít nhất"" hầu như luôn dễ hơn khi tính phần bù."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,40,Toán,40,Tổ hợp & xác suất,3,Điền đáp án,"Từ các chữ số 1, 2, 3, 4, 5 lập được bao nhiêu số tự nhiên có ba chữ số đôi một khác nhau?",,60,1,90,Chọn có thứ tự 3 trong 5 chữ số: 5 × 4 × 3 = 60.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,41,Toán,41,Hình học tọa độ,3,Điền đáp án,"Trong không gian Oxyz, mặt cầu (x − 1)² + (y + 2)² + (z − 3)² = 16 có bán kính bằng bao nhiêu?",,4,1,90,"Vế phải là R² = 16 nên bán kính R = 4, và tâm mặt cầu là I(1; −2; 3)."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,42,Toán,42,Mũ & logarit,3,Trắc nghiệm,Đạo hàm của hàm số y = e^(2x) là:,A. 2e^(2x) | B. e^(2x) | C. 2xe^(2x−1) | D. e^(2x)/2,A,1,90,"Áp dụng quy tắc đạo hàm hàm hợp: (e^u)' = u'·e^u với u = 2x, u' = 2, nên y' = 2e^(2x)."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,43,Toán,43,Mũ & logarit,3,Trắc nghiệm,Nghiệm của phương trình log₂(x − 1) + log₂(x + 1) = 3 là:,A. x = 3 | B. x = ±3 | C. x = 2 | D. x = 9,A,1,90,"Điều kiện x > 1. Cộng hai logarit cùng cơ số: log₂[(x − 1)(x + 1)] = 3 ⟹ x² − 1 = 8 ⟹ x² = 9 ⟹ x = ±3. Loại x = −3 vì không thỏa điều kiện, còn x = 3."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,44,Toán,44,Mũ & logarit,3,Trắc nghiệm,Tập nghiệm của bất phương trình 2^x > 8 là:,"A. (3; +∞) | B. (−∞; 3) | C. [3; +∞) | D. (0; 3)",A,1,90,"Viết 8 = 2³. Vì cơ số 2 > 1 nên hàm mũ đồng biến, bất phương trình giữ nguyên chiều: x > 3. Nếu cơ số nhỏ hơn 1 thì phải đổi chiều."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,45,Toán,45,Hình học phẳng & không gian,3,Trắc nghiệm,Hình chóp tứ giác đều S.ABCD có cạnh đáy bằng a và cạnh bên bằng a√3. Thể tích khối chóp bằng:,A. a³√10 / 6 | B. a³√3 / 3 | C. a³√2 / 6 | D. a³√10 / 3,A,1,90,Nửa đường chéo đáy = a√2/2. Chiều cao h = √(3a² − a²/2) = √(5a²/2) = a√10/2. Thể tích V = (1/3) × a² × a√10/2 = a³√10/6.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,46,Toán,46,Hình học phẳng & không gian,3,Trắc nghiệm,Hình nón có bán kính đáy 3 cm và đường sinh 5 cm. Thể tích khối nón bằng:,A. 12π cm³ | B. 15π cm³ | C. 36π cm³ | D. 20π cm³,A,1,90,Chiều cao tìm từ tam giác vuông: h = √(5² − 3²) = 4. Thể tích khối nón V = (1/3)πr²h = (1/3)π × 9 × 4 = 12π cm³.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,47,Toán,47,"Dãy số, cấp số cộng & cấp số nhân",3,Điền đáp án,Cấp số nhân (uₙ) có u₁ = 3 và công bội q = 2. Tổng 8 số hạng đầu tiên bằng bao nhiêu?,,765,1,90,Sₙ = u₁(qⁿ − 1)/(q − 1) = 3 × (2⁸ − 1)/1 = 3 × 255 = 765.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,48,Toán,48,Thống kê & xử lý số liệu,3,Trắc nghiệm,"Để thể hiện sự chuyển dịch cơ cấu kinh tế của một vùng qua 5 năm liên tiếp, dạng biểu đồ thích hợp nhất là:",A. Biểu đồ miền | B. Biểu đồ tròn | C. Biểu đồ đường | D. Biểu đồ cột ghép,A,1,90,"Từ khóa ""cơ cấu"" kết hợp với từ 4 năm trở lên dẫn đến biểu đồ miền. Nếu chỉ 1 năm thì dùng biểu đồ tròn, từ 2 đến 3 năm thì dùng nhiều hình tròn."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,49,Toán,49,Thống kê & xử lý số liệu,3,Trắc nghiệm,"Sản lượng năm 2020 là 200 nghìn tấn, năm 2024 là 260 nghìn tấn. Sản lượng đã tăng bao nhiêu phần trăm?","A. 30% | B. 23,1% | C. 130% | D. 60%",A,1,90,Mức tăng tương đối = (260 − 200)/200 × 100% = 60/200 × 100% = 30%.
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,50,Toán,50,Thống kê & xử lý số liệu,4,Trắc nghiệm,Một mẫu số liệu có trung bình 10 và độ lệch chuẩn 3. Nếu cộng thêm 5 vào mỗi giá trị thì mẫu mới có:,A. Trung bình 15 và độ lệch chuẩn 3 | B. Trung bình 15 và độ lệch chuẩn 8 | C. Trung bình 10 và độ lệch chuẩn 8 | D. Trung bình 15 và độ lệch chuẩn 15,A,1,120,"Cộng cùng một hằng số vào mọi giá trị làm dịch chuyển toàn bộ mẫu nên trung bình tăng đúng 5, nhưng khoảng cách giữa các giá trị không đổi nên độ lệch chuẩn giữ nguyên bằng 3."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,51,Văn,1,Ngữ pháp & lỗi sai trong câu,2,Trắc nghiệm,Câu nào dưới đây mắc lỗi thiếu chủ ngữ?,"A. Qua tác phẩm ""Chí Phèo"" đã cho thấy số phận bi thảm của người nông dân. | B. Tác phẩm ""Chí Phèo"" đã cho thấy số phận bi thảm của người nông dân. | C. Nam Cao đã cho thấy số phận bi thảm của người nông dân qua ""Chí Phèo"". | D. Số phận bi thảm của người nông dân hiện lên rõ nét trong ""Chí Phèo"".",A,1,60,"Cụm ""Qua tác phẩm Chí Phèo"" là trạng ngữ, nên câu A chỉ còn vị ngữ mà không có chủ ngữ. Sửa bằng cách bỏ ""Qua"" hoặc thêm chủ ngữ: ""Qua tác phẩm Chí Phèo, Nam Cao đã cho thấy...""."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,52,Văn,2,Ngữ pháp & lỗi sai trong câu,2,Trắc nghiệm,"Câu ""Bạn Nam, học sinh giỏi nhất lớp, vừa đạt giải nhất thành phố."" có bộ phận in nghiêng ""học sinh giỏi nhất lớp"" là:",A. Thành phần phụ chú | B. Trạng ngữ | C. Chủ ngữ thứ hai | D. Vị ngữ,A,1,60,"Bộ phận nằm giữa hai dấu phẩy, bổ sung thông tin giải thích cho ""bạn Nam"" và có thể lược bỏ mà câu vẫn trọn nghĩa. Đó là thành phần phụ chú."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,53,Văn,3,Ngữ pháp & lỗi sai trong câu,2,Trắc nghiệm,Câu ghép nào sau đây có quan hệ nguyên nhân — kết quả?,"A. Vì chuẩn bị kỹ nên bạn ấy trình bày rất tự tin. | B. Bạn ấy vừa hát hay vừa vẽ đẹp. | C. Trời càng về khuya, sương càng dày. | D. Nếu chăm chỉ, em sẽ tiến bộ.",A,1,60,"Cặp quan hệ từ ""vì… nên"" biểu thị quan hệ nguyên nhân — kết quả. Câu B là quan hệ đồng thời, câu C là tăng tiến, câu D là điều kiện — giả thiết."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,54,Văn,4,"Tác giả, tác phẩm & giai đoạn văn học",2,Trắc nghiệm,"""Tuyên ngôn Độc lập"" của Hồ Chí Minh mở đầu bằng cách trích dẫn văn bản nào?",A. Tuyên ngôn Độc lập của Mĩ và Tuyên ngôn Nhân quyền và Dân quyền của Pháp. | B. Bình Ngô đại cáo của Nguyễn Trãi. | C. Hiến chương Liên hợp quốc. | D. Nam quốc sơn hà của Lý Thường Kiệt.,A,1,60,"Mở đầu bằng chính tuyên ngôn của hai nước ấy là một đòn lập luận sắc bén: lấy lí lẽ của đối phương làm căn cứ cho mình, khiến họ không thể phủ nhận."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,55,Văn,5,"Tác giả, tác phẩm & giai đoạn văn học",2,Trắc nghiệm,"Bài thơ ""Tây Tiến"" của Quang Dũng viết về đối tượng nào?",A. Người lính trong đoàn quân Tây Tiến thời kháng chiến chống Pháp. | B. Người nông dân vùng Tây Bắc trong cải cách ruộng đất. | C. Những người lính lái xe trên tuyến đường Trường Sơn. | D. Đoàn dân công hỏa tuyến trong chiến dịch Điện Biên Phủ.,A,1,60,"""Tây Tiến"" (1948) viết về đoàn quân Tây Tiến trong kháng chiến chống Pháp, nơi Quang Dũng từng là đại đội trưởng."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,56,Văn,6,"Tác giả, tác phẩm & giai đoạn văn học",2,Trắc nghiệm,"Bài thơ ""Việt Bắc"" của Tố Hữu được viết theo thể thơ nào?",A. Lục bát | B. Tự do | C. Thất ngôn bát cú | D. Song thất lục bát,A,1,60,"""Việt Bắc"" viết bằng thể lục bát, sử dụng lối đối đáp ""mình — ta"" quen thuộc của ca dao để nói chuyện chính trị — đây chính là nét đặc sắc của bài thơ."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,57,Văn,7,"Tác giả, tác phẩm & giai đoạn văn học",2,Trắc nghiệm,"Tùy bút ""Người lái đò Sông Đà"" của Nguyễn Tuân ca ngợi điều gì ở nhân vật ông lái đò?",A. Chất tài hoa nghệ sĩ trong lao động bình thường. | B. Tinh thần chiến đấu chống giặc ngoại xâm. | C. Lòng hiếu thảo với cha mẹ. | D. Sự giàu có nhờ nghề sông nước.,A,1,60,"Nguyễn Tuân nhìn con người ở phương diện tài hoa nghệ sĩ. Ông lái đò vượt thác được miêu tả như một nghệ sĩ điêu luyện, biến công việc mưu sinh thành một cuộc trình diễn tài nghệ."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,58,Văn,8,Suy luận ngôn ngữ & liên kết ý,2,Trắc nghiệm,"Từ nối nào phù hợp: ""Bạn ấy đã ôn rất kỹ. ______, kết quả vẫn chưa như mong đợi.""",A. Tuy nhiên | B. Vì vậy | C. Ngoài ra | D. Chẳng hạn,A,1,60,"Hai vế mang ý trái ngược nhau (ôn kỹ nhưng kết quả không tốt) nên cần từ nối chỉ sự tương phản. ""Vì vậy"" chỉ kết quả thuận chiều, không phù hợp."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,59,Văn,9,Đọc hiểu văn bản,2,Trắc nghiệm,Ý chính của đoạn trích là gì?,A. Khối lượng chữ ta đọc mỗi ngày tăng lên nhưng chiều sâu của việc đọc lại giảm đi. | B. Màn hình điện tử là nguyên nhân khiến con người không còn đọc sách. | C. Sách giấy có giá trị cao hơn hẳn so với mọi loại văn bản trên mạng. | D. Người trẻ ngày nay lười đọc hơn các thế hệ trước.,A,1,60,"Đoạn mở đầu nêu nghịch lý ""đọc nhiều hơn nhưng hời hợt hơn"", các đoạn sau triển khai chính nghịch lý đó. Đây là ý bao trùm cả ba đoạn."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,60,Văn,10,Đọc hiểu văn bản,2,Trắc nghiệm,"Nhan đề ""Bức tường xanh của vùng cửa sông"" chỉ đối tượng nào?",A. Rừng ngập mặn | B. Hệ thống đê bê tông | C. Các đầm nuôi tôm | D. Lớp bùn đáy giàu các-bon,A,1,60,"""Bức tường"" là hình ảnh ẩn dụ cho chức năng chắn sóng, ""xanh"" chỉ cây cối — cả cụm chỉ rừng ngập mặn, đối tượng xuyên suốt văn bản."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,61,Văn,11,Đọc hiểu văn bản,2,Trắc nghiệm,Ý chính của đoạn trích là gì?,"A. Đô thị hóa là tất yếu, nhưng cần ghi lại những gì bị xóa đi để giữ ký ức chung. | B. Cần dừng việc mở rộng đô thị để bảo tồn cảnh quan cũ. | C. Thành phố hiện đại hơn hẳn thành phố cũ về mọi mặt. | D. Người già thường hoài niệm và khó chấp nhận cái mới.",A,1,60,"Tác giả thừa nhận ""không ai phản đối được logic ấy"" của đô thị hóa, nhưng đoạn cuối chốt lại vấn đề là ""mỗi lần xóa đi một thứ, chúng ta có kịp ghi lại nó ở đâu đó hay không"". Đó là ý bao trùm cả bài."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,62,Văn,12,Biện pháp tu từ & phong cách,2,Trắc nghiệm,"Câu ""Mặt trời của bắp thì nằm trên đồi / Mặt trời của mẹ, em nằm trên lưng"" (Nguyễn Khoa Điềm) sử dụng biện pháp tu từ nào ở hình ảnh ""mặt trời của mẹ""?",A. Ẩn dụ | B. Hoán dụ | C. Nói quá | D. Nhân hóa,A,1,60,"Đứa con được gọi là ""mặt trời của mẹ"" dựa trên nét tương đồng về vai trò: nguồn sống, nguồn ấm áp. Gọi tên sự vật này bằng tên sự vật khác có nét tương đồng chính là ẩn dụ."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,63,Văn,13,Biện pháp tu từ & phong cách,2,Trắc nghiệm,"Câu ""Bàn tay vàng"", ""Cây bút trẻ"" sử dụng biện pháp tu từ nào?",A. Hoán dụ | B. Ẩn dụ | C. Nói quá | D. Nhân hóa,A,1,60,"Lấy bộ phận (""bàn tay"") hoặc công cụ (""cây bút"") để chỉ toàn thể con người — quan hệ gần gũi chứ không phải tương đồng — nên đây là hoán dụ."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,64,Văn,14,Biện pháp tu từ & phong cách,2,Trắc nghiệm,"Câu ""Bàn tay ta làm nên tất cả / Có sức người sỏi đá cũng thành cơm"" dùng biện pháp gì ở cụm ""sỏi đá cũng thành cơm""?",A. Nói quá | B. Nói giảm nói tránh | C. Chơi chữ | D. Liệt kê,A,1,60,"Sỏi đá không thể thành cơm; đây là cách phóng đại có chủ ý để nhấn mạnh sức mạnh của lao động. Nói quá luôn nhằm gây ấn tượng chứ không nhằm nói dối."
DM-HSA-05-TA,Đề mẫu HSA365 số 05 — Tiếng Anh,65,Văn,15,Từ vựng & nghĩa của từ,2,Trắc nghiệm,Từ nào dưới đây KHÔNG cùng nhóm nghĩa với các từ còn lại?,A. Bàng hoàng | B. Sững sờ | C. Ngỡ ngàng | D. Hân hoan,D,1,60,"""Bàng hoàng"", ""sững sờ"", ""ngỡ ngàng"" đều chỉ trạng thái choáng váng, bất ngờ. ""Hân hoan"" chỉ niềm vui, thuộc trường nghĩa khác."
