Mã phiếu,Loại phiếu,Mã loại,Phiếu lời giải,Phiếu hướng dẫn ôn chắc,Tiêu đề,Phần thi,Môn tự chọn,Chuyên đề,Giai đoạn,Cấp độ,Số câu,Thời gian (phút),Ngưỡng hoàn thành,Ngưỡng thành thạo,Điểm KN,Phiếu tiên quyết,Chặng 1,Chặng 1 (số câu),Chặng 2,Chặng 2 (số câu),Chặng 3,Chặng 3 (số câu),Mã câu hỏi,Mục tiêu,Đạt khi
PL-LY-ELE-L2-002,Phiếu dạng bài & đọc vị,DB,LG-LY-ELE-L2-002,HD-LY-ELE,Phiếu dạng bài & đọc vị · Điện & từ · Cấp 2,Khoa học,Vật lý,Điện & từ,1,2,10,13,70%,85%,60,PL-LY-ELE-L2-001,Chặng 1 — Dấu hiệu nhận biết,3,Chặng 2 — Phân loại dạng,5,Chặng 3 — Dạng lai & dễ nhầm,2,s.phy.3 | s.phy.4 | s.phy.5 | s.phy.9 | s.phy.7 | s.phy.2 | s.phy.8 | s.phy.1 | s.phy.10 | s.phy.6,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-LY-ELE-L2-003,Phiếu kỹ năng & phương pháp,KN,LG-LY-ELE-L2-003,HD-LY-ELE,Phiếu kỹ năng & phương pháp · Điện & từ · Cấp 2,Khoa học,Vật lý,Điện & từ,1,2,10,12,70%,85%,66,PL-LY-ELE-L2-002,Chặng 1 — Quy trình chuẩn,3,Chặng 2 — Luyện thành thạo,5,Chặng 3 — Rút gọn thao tác,2,s.phy.6 | s.phy.10 | s.phy.9 | s.phy.1 | s.phy.3 | s.phy.4 | s.phy.5 | s.phy.2 | s.phy.7 | s.phy.8,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-LY-ELE-L2-004,Phiếu luyện nâng cao,NC,LG-LY-ELE-L2-004,HD-LY-ELE,Phiếu luyện nâng cao · Điện & từ · Cấp 2,Khoa học,Vật lý,Điện & từ,1,2,10,12,70%,88%,84,PL-LY-ELE-L2-003,Chặng 1 — Khởi động,3,Chặng 2 — Nhiều bước,5,Chặng 3 — Câu phân loại,2,s.phy.7 | s.phy.8 | s.phy.1 | s.phy.6 | s.phy.10 | s.phy.2 | s.phy.9 | s.phy.3 | s.phy.5 | s.phy.4,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-LY-ELE-L2-005,Phiếu ôn thi,OT,LG-LY-ELE-L2-005,HD-LY-ELE,Phiếu ôn thi · Điện & từ · Cấp 2,Khoa học,Vật lý,Điện & từ,1,2,10,11,70%,85%,72,PL-LY-ELE-L2-004,Chặng 1 — Rà kiến thức,3,Chặng 2 — Trộn dạng,5,Chặng 3 — Mô phỏng đề,2,s.phy.1 | s.phy.3 | s.phy.4 | s.phy.8 | s.phy.5 | s.phy.6 | s.phy.10 | s.phy.9 | s.phy.7 | s.phy.2,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-LY-ELE-L2-006,Phiếu thi,PT,LG-LY-ELE-L2-006,HD-LY-ELE,Phiếu thi · Điện & từ · Cấp 2,Khoa học,Vật lý,Điện & từ,1,2,10,10,70%,90%,108,PL-LY-ELE-L2-005,Chặng 1 — Phần dễ ăn điểm,3,Chặng 2 — Phần lõi,5,Chặng 3 — Phần phân loại,2,s.phy.6 | s.phy.10 | s.phy.9 | s.phy.3 | s.phy.4 | s.phy.5 | s.phy.2 | s.phy.7 | s.phy.1 | s.phy.8,"Bài kiểm tra chốt chuyên đề ở cấp độ này, làm trong điều kiện thời gian như phòng thi. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.","Đạt 90% trong đúng thời gian quy định, không cần đến phút bù."
PL-LY-ELE-L3-001,Phiếu lý thuyết,LT,LG-LY-ELE-L3-001,HD-LY-ELE,Phiếu lý thuyết · Điện & từ · Cấp 3,Khoa học,Vật lý,Điện & từ,2,3,10,16,70%,85%,72,PL-LY-ELE-L2-006,Chặng 1 — Khái niệm,2,Chặng 2 — Công thức,6,Chặng 3 — Điều kiện & ngoại lệ,2,s.phy.2 | s.phy.8 | s.phy.4 | s.phy.5 | s.phy.6 | s.phy.10 | s.phy.9 | s.phy.7 | s.phy.1 | s.phy.3,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Ghép nhiều bước và tránh các bẫy quen thuộc.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-LY-ELE-L3-002,Phiếu dạng bài & đọc vị,DB,LG-LY-ELE-L3-002,HD-LY-ELE,Phiếu dạng bài & đọc vị · Điện & từ · Cấp 3,Khoa học,Vật lý,Điện & từ,2,3,10,14,70%,85%,90,PL-LY-ELE-L3-001,Chặng 1 — Dấu hiệu nhận biết,2,Chặng 2 — Phân loại dạng,6,Chặng 3 — Dạng lai & dễ nhầm,2,s.phy.3 | s.phy.4 | s.phy.9 | s.phy.2 | s.phy.7 | s.phy.8 | s.phy.1 | s.phy.5 | s.phy.10 | s.phy.6,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Ghép nhiều bước và tránh các bẫy quen thuộc.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-LY-ELE-L3-003,Phiếu kỹ năng & phương pháp,KN,LG-LY-ELE-L3-003,HD-LY-ELE,Phiếu kỹ năng & phương pháp · Điện & từ · Cấp 3,Khoa học,Vật lý,Điện & từ,2,3,10,13,70%,85%,99,PL-LY-ELE-L3-002,Chặng 1 — Quy trình chuẩn,2,Chặng 2 — Luyện thành thạo,6,Chặng 3 — Rút gọn thao tác,2,s.phy.10 | s.phy.9 | s.phy.7 | s.phy.8 | s.phy.1 | s.phy.3 | s.phy.4 | s.phy.5 | s.phy.6 | s.phy.2,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Ghép nhiều bước và tránh các bẫy quen thuộc.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-LY-ELE-L3-004,Phiếu luyện nâng cao,NC,LG-LY-ELE-L3-004,HD-LY-ELE,Phiếu luyện nâng cao · Điện & từ · Cấp 3,Khoa học,Vật lý,Điện & từ,2,3,10,13,70%,88%,126,PL-LY-ELE-L3-003,Chặng 1 — Khởi động,2,Chặng 2 — Nhiều bước,6,Chặng 3 — Câu phân loại,2,s.phy.2 | s.phy.9 | s.phy.3 | s.phy.4 | s.phy.5 | s.phy.6 | s.phy.10 | s.phy.7 | s.phy.1 | s.phy.8,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Ghép nhiều bước và tránh các bẫy quen thuộc.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-LY-ELE-L3-005,Phiếu ôn thi,OT,LG-LY-ELE-L3-005,HD-LY-ELE,Phiếu ôn thi · Điện & từ · Cấp 3,Khoa học,Vật lý,Điện & từ,2,3,10,12,70%,85%,108,PL-LY-ELE-L3-004,Chặng 1 — Rà kiến thức,2,Chặng 2 — Trộn dạng,6,Chặng 3 — Mô phỏng đề,2,s.phy.3 | s.phy.4 | s.phy.10 | s.phy.2 | s.phy.9 | s.phy.7 | s.phy.8 | s.phy.1 | s.phy.5 | s.phy.6,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Ghép nhiều bước và tránh các bẫy quen thuộc.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-LY-ELE-L3-006,Phiếu lý thuyết,LT,LG-LY-ELE-L3-006,HD-LY-ELE,Phiếu lý thuyết · Điện & từ · Cấp 3,Khoa học,Vật lý,Điện & từ,2,3,10,16,70%,85%,72,PL-LY-ELE-L3-005,Chặng 1 — Khái niệm,2,Chặng 2 — Công thức,6,Chặng 3 — Điều kiện & ngoại lệ,2,s.phy.5 | s.phy.6 | s.phy.1 | s.phy.3 | s.phy.4 | s.phy.10 | s.phy.9 | s.phy.2 | s.phy.8 | s.phy.7,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Ghép nhiều bước và tránh các bẫy quen thuộc.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-LY-ELE-L3-007,Phiếu thi,PT,LG-LY-ELE-L3-007,HD-LY-ELE,Phiếu thi · Điện & từ · Cấp 3,Khoa học,Vật lý,Điện & từ,2,3,10,11,70%,90%,162,PL-LY-ELE-L3-006,Chặng 1 — Phần dễ ăn điểm,2,Chặng 2 — Phần lõi,6,Chặng 3 — Phần phân loại,2,s.phy.10 | s.phy.2 | s.phy.3 | s.phy.4 | s.phy.5 | s.phy.6 | s.phy.9 | s.phy.7 | s.phy.8 | s.phy.1,"Bài kiểm tra chốt chuyên đề ở cấp độ này, làm trong điều kiện thời gian như phòng thi. Ghép nhiều bước và tránh các bẫy quen thuộc.","Đạt 90% trong đúng thời gian quy định, không cần đến phút bù."
PL-LY-ELE-L4-001,Phiếu lý thuyết,LT,LG-LY-ELE-L4-001,HD-LY-ELE,Phiếu lý thuyết · Điện & từ · Cấp 4,Khoa học,Vật lý,Điện & từ,2,4,10,14,70%,85%,96,PL-LY-ELE-L3-007,Chặng 1 — Khái niệm,2,Chặng 2 — Công thức,6,Chặng 3 — Điều kiện & ngoại lệ,2,s.phy.2 | s.phy.8 | s.phy.4 | s.phy.5 | s.phy.6 | s.phy.10 | s.phy.9 | s.phy.7 | s.phy.1 | s.phy.3,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Giữ độ chính xác khi thời gian bắt đầu siết lại.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-LY-ELE-L4-002,Phiếu dạng bài & đọc vị,DB,LG-LY-ELE-L4-002,HD-LY-ELE,Phiếu dạng bài & đọc vị · Điện & từ · Cấp 4,Khoa học,Vật lý,Điện & từ,2,4,10,12,70%,85%,120,PL-LY-ELE-L4-001,Chặng 1 — Dấu hiệu nhận biết,2,Chặng 2 — Phân loại dạng,6,Chặng 3 — Dạng lai & dễ nhầm,2,s.phy.3 | s.phy.4 | s.phy.9 | s.phy.2 | s.phy.7 | s.phy.8 | s.phy.1 | s.phy.5 | s.phy.10 | s.phy.6,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Giữ độ chính xác khi thời gian bắt đầu siết lại.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-LY-ELE-L4-003,Phiếu kỹ năng & phương pháp,KN,LG-LY-ELE-L4-003,HD-LY-ELE,Phiếu kỹ năng & phương pháp · Điện & từ · Cấp 4,Khoa học,Vật lý,Điện & từ,2,4,10,11,70%,85%,132,PL-LY-ELE-L4-002,Chặng 1 — Quy trình chuẩn,2,Chặng 2 — Luyện thành thạo,6,Chặng 3 — Rút gọn thao tác,2,s.phy.10 | s.phy.9 | s.phy.7 | s.phy.8 | s.phy.1 | s.phy.3 | s.phy.4 | s.phy.5 | s.phy.6 | s.phy.2,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Giữ độ chính xác khi thời gian bắt đầu siết lại.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-LY-ELE-L4-004,Phiếu luyện nâng cao,NC,LG-LY-ELE-L4-004,HD-LY-ELE,Phiếu luyện nâng cao · Điện & từ · Cấp 4,Khoa học,Vật lý,Điện & từ,2,4,10,11,70%,88%,168,PL-LY-ELE-L4-003,Chặng 1 — Khởi động,2,Chặng 2 — Nhiều bước,6,Chặng 3 — Câu phân loại,2,s.phy.2 | s.phy.9 | s.phy.3 | s.phy.4 | s.phy.5 | s.phy.6 | s.phy.10 | s.phy.7 | s.phy.1 | s.phy.8,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Giữ độ chính xác khi thời gian bắt đầu siết lại.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-LY-ELE-L4-005,Phiếu ôn thi,OT,LG-LY-ELE-L4-005,HD-LY-ELE,Phiếu ôn thi · Điện & từ · Cấp 4,Khoa học,Vật lý,Điện & từ,2,4,10,10,70%,85%,144,PL-LY-ELE-L4-004,Chặng 1 — Rà kiến thức,2,Chặng 2 — Trộn dạng,6,Chặng 3 — Mô phỏng đề,2,s.phy.3 | s.phy.4 | s.phy.10 | s.phy.2 | s.phy.9 | s.phy.7 | s.phy.8 | s.phy.1 | s.phy.5 | s.phy.6,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Giữ độ chính xác khi thời gian bắt đầu siết lại.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-LY-ELE-L4-006,Phiếu lý thuyết,LT,LG-LY-ELE-L4-006,HD-LY-ELE,Phiếu lý thuyết · Điện & từ · Cấp 4,Khoa học,Vật lý,Điện & từ,2,4,10,14,70%,85%,96,PL-LY-ELE-L4-005,Chặng 1 — Khái niệm,2,Chặng 2 — Công thức,6,Chặng 3 — Điều kiện & ngoại lệ,2,s.phy.5 | s.phy.6 | s.phy.1 | s.phy.3 | s.phy.4 | s.phy.10 | s.phy.9 | s.phy.2 | s.phy.8 | s.phy.7,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Giữ độ chính xác khi thời gian bắt đầu siết lại.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-LY-ELE-L4-007,Phiếu thi,PT,LG-LY-ELE-L4-007,HD-LY-ELE,Phiếu thi · Điện & từ · Cấp 4,Khoa học,Vật lý,Điện & từ,2,4,10,9,70%,90%,216,PL-LY-ELE-L4-006,Chặng 1 — Phần dễ ăn điểm,2,Chặng 2 — Phần lõi,6,Chặng 3 — Phần phân loại,2,s.phy.10 | s.phy.2 | s.phy.3 | s.phy.4 | s.phy.5 | s.phy.6 | s.phy.9 | s.phy.7 | s.phy.8 | s.phy.1,"Bài kiểm tra chốt chuyên đề ở cấp độ này, làm trong điều kiện thời gian như phòng thi. Giữ độ chính xác khi thời gian bắt đầu siết lại.","Đạt 90% trong đúng thời gian quy định, không cần đến phút bù."
PL-LY-ELE-L5-001,Phiếu lý thuyết,LT,LG-LY-ELE-L5-001,HD-LY-ELE,Phiếu lý thuyết · Điện & từ · Cấp 5,Khoa học,Vật lý,Điện & từ,3,5,10,15,70%,85%,128,PL-LY-ELE-L4-007,Chặng 1 — Khái niệm,2,Chặng 2 — Công thức,6,Chặng 3 — Điều kiện & ngoại lệ,2,s.phy.8 | s.phy.1 | s.phy.3 | s.phy.4 | s.phy.5 | s.phy.6 | s.phy.10 | s.phy.2 | s.phy.9 | s.phy.7,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Xử lý câu phân loại mà không mất nhịp.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-LY-ELE-L5-002,Phiếu dạng bài & đọc vị,DB,LG-LY-ELE-L5-002,HD-LY-ELE,Phiếu dạng bài & đọc vị · Điện & từ · Cấp 5,Khoa học,Vật lý,Điện & từ,3,5,10,13,70%,85%,160,PL-LY-ELE-L5-001,Chặng 1 — Dấu hiệu nhận biết,2,Chặng 2 — Phân loại dạng,6,Chặng 3 — Dạng lai & dễ nhầm,2,s.phy.4 | s.phy.5 | s.phy.6 | s.phy.10 | s.phy.2 | s.phy.9 | s.phy.7 | s.phy.8 | s.phy.3 | s.phy.1,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Xử lý câu phân loại mà không mất nhịp.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-LY-ELE-L5-003,Phiếu kỹ năng & phương pháp,KN,LG-LY-ELE-L5-003,HD-LY-ELE,Phiếu kỹ năng & phương pháp · Điện & từ · Cấp 5,Khoa học,Vật lý,Điện & từ,3,5,10,12,70%,85%,176,PL-LY-ELE-L5-002,Chặng 1 — Quy trình chuẩn,2,Chặng 2 — Luyện thành thạo,6,Chặng 3 — Rút gọn thao tác,2,s.phy.5 | s.phy.6 | s.phy.9 | s.phy.7 | s.phy.8 | s.phy.1 | s.phy.3 | s.phy.4 | s.phy.10 | s.phy.2,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Xử lý câu phân loại mà không mất nhịp.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-LY-ELE-L5-004,Phiếu luyện nâng cao,NC,LG-LY-ELE-L5-004,HD-LY-ELE,Phiếu luyện nâng cao · Điện & từ · Cấp 5,Khoa học,Vật lý,Điện & từ,3,5,10,12,70%,88%,224,PL-LY-ELE-L5-003,Chặng 1 — Khởi động,2,Chặng 2 — Nhiều bước,6,Chặng 3 — Câu phân loại,2,s.phy.2 | s.phy.9 | s.phy.3 | s.phy.4 | s.phy.5 | s.phy.6 | s.phy.10 | s.phy.7 | s.phy.1 | s.phy.8,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Xử lý câu phân loại mà không mất nhịp.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-LY-ELE-L5-005,Phiếu ôn thi,OT,LG-LY-ELE-L5-005,HD-LY-ELE,Phiếu ôn thi · Điện & từ · Cấp 5,Khoa học,Vật lý,Điện & từ,3,5,10,11,70%,85%,192,PL-LY-ELE-L5-004,Chặng 1 — Rà kiến thức,2,Chặng 2 — Trộn dạng,6,Chặng 3 — Mô phỏng đề,2,s.phy.8 | s.phy.1 | s.phy.10 | s.phy.2 | s.phy.9 | s.phy.7 | s.phy.3 | s.phy.4 | s.phy.5 | s.phy.6,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Xử lý câu phân loại mà không mất nhịp.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-LY-ELE-L5-006,Phiếu thi,PT,LG-LY-ELE-L5-006,HD-LY-ELE,Phiếu thi · Điện & từ · Cấp 5,Khoa học,Vật lý,Điện & từ,3,5,10,10,70%,90%,288,PL-LY-ELE-L5-005,Chặng 1 — Phần dễ ăn điểm,2,Chặng 2 — Phần lõi,6,Chặng 3 — Phần phân loại,2,s.phy.4 | s.phy.5 | s.phy.7 | s.phy.8 | s.phy.1 | s.phy.3 | s.phy.6 | s.phy.10 | s.phy.2 | s.phy.9,"Bài kiểm tra chốt chuyên đề ở cấp độ này, làm trong điều kiện thời gian như phòng thi. Xử lý câu phân loại mà không mất nhịp.","Đạt 90% trong đúng thời gian quy định, không cần đến phút bù."
PL-LY-ELE-L6-001,Phiếu lý thuyết,LT,LG-LY-ELE-L6-001,HD-LY-ELE,Phiếu lý thuyết · Điện & từ · Cấp 6,Khoa học,Vật lý,Điện & từ,3,6,10,13,70%,85%,176,PL-LY-ELE-L5-006,Chặng 1 — Khái niệm,2,Chặng 2 — Công thức,5,Chặng 3 — Điều kiện & ngoại lệ,3,s.phy.9 | s.phy.7 | s.phy.3 | s.phy.4 | s.phy.5 | s.phy.6 | s.phy.10 | s.phy.1 | s.phy.2 | s.phy.8,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-LY-ELE-L6-002,Phiếu dạng bài & đọc vị,DB,LG-LY-ELE-L6-002,HD-LY-ELE,Phiếu dạng bài & đọc vị · Điện & từ · Cấp 6,Khoa học,Vật lý,Điện & từ,3,6,10,12,70%,85%,220,PL-LY-ELE-L6-001,Chặng 1 — Dấu hiệu nhận biết,2,Chặng 2 — Phân loại dạng,5,Chặng 3 — Dạng lai & dễ nhầm,3,s.phy.1 | s.phy.3 | s.phy.6 | s.phy.10 | s.phy.2 | s.phy.9 | s.phy.7 | s.phy.4 | s.phy.5 | s.phy.8,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-LY-ELE-L6-003,Phiếu kỹ năng & phương pháp,KN,LG-LY-ELE-L6-003,HD-LY-ELE,Phiếu kỹ năng & phương pháp · Điện & từ · Cấp 6,Khoa học,Vật lý,Điện & từ,3,6,10,10,70%,85%,242,PL-LY-ELE-L6-002,Chặng 1 — Quy trình chuẩn,2,Chặng 2 — Luyện thành thạo,5,Chặng 3 — Rút gọn thao tác,3,s.phy.5 | s.phy.6 | s.phy.9 | s.phy.7 | s.phy.8 | s.phy.1 | s.phy.3 | s.phy.10 | s.phy.2 | s.phy.4,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-LY-ELE-L6-004,Phiếu luyện nâng cao,NC,LG-LY-ELE-L6-004,HD-LY-ELE,Phiếu luyện nâng cao · Điện & từ · Cấp 6,Khoa học,Vật lý,Điện & từ,3,6,10,10,70%,88%,308,PL-LY-ELE-L6-003,Chặng 1 — Khởi động,2,Chặng 2 — Nhiều bước,5,Chặng 3 — Câu phân loại,3,s.phy.2 | s.phy.9 | s.phy.3 | s.phy.4 | s.phy.5 | s.phy.6 | s.phy.10 | s.phy.8 | s.phy.1 | s.phy.7,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-LY-ELE-L6-005,Phiếu ôn thi,OT,LG-LY-ELE-L6-005,HD-LY-ELE,Phiếu ôn thi · Điện & từ · Cấp 6,Khoa học,Vật lý,Điện & từ,3,6,10,10,70%,85%,264,PL-LY-ELE-L6-004,Chặng 1 — Rà kiến thức,2,Chặng 2 — Trộn dạng,5,Chặng 3 — Mô phỏng đề,3,s.phy.8 | s.phy.1 | s.phy.10 | s.phy.2 | s.phy.9 | s.phy.7 | s.phy.3 | s.phy.5 | s.phy.6 | s.phy.4,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-LY-ELE-L6-006,Phiếu thi,PT,LG-LY-ELE-L6-006,HD-LY-ELE,Phiếu thi · Điện & từ · Cấp 6,Khoa học,Vật lý,Điện & từ,3,6,10,9,70%,90%,396,PL-LY-ELE-L6-005,Chặng 1 — Phần dễ ăn điểm,2,Chặng 2 — Phần lõi,5,Chặng 3 — Phần phân loại,3,s.phy.4 | s.phy.5 | s.phy.7 | s.phy.8 | s.phy.1 | s.phy.3 | s.phy.6 | s.phy.10 | s.phy.2 | s.phy.9,"Bài kiểm tra chốt chuyên đề ở cấp độ này, làm trong điều kiện thời gian như phòng thi. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.","Đạt 90% trong đúng thời gian quy định, không cần đến phút bù."
PL-LY-MOD-L1-001,Phiếu lý thuyết,LT,LG-LY-MOD-L1-001,HD-LY-MOD,Phiếu lý thuyết · Lượng tử & hạt nhân · Cấp 1,Khoa học,Vật lý,Lượng tử & hạt nhân,1,1,8,10,70%,85%,32,,Chặng 1 — Khái niệm,2,Chặng 2 — Công thức,4,Chặng 3 — Điều kiện & ngoại lệ,2,s.phy.2 | s.phy.10 | s.phy.4 | s.phy.5 | s.phy.6 | s.phy.8 | s.phy.1 | s.phy.3,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Nhận diện dạng bài và nhớ lại công thức nền.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-LY-MOD-L1-002,Phiếu dạng bài & đọc vị,DB,LG-LY-MOD-L1-002,HD-LY-MOD,Phiếu dạng bài & đọc vị · Lượng tử & hạt nhân · Cấp 1,Khoa học,Vật lý,Lượng tử & hạt nhân,1,1,8,9,70%,85%,40,PL-LY-MOD-L1-001,Chặng 1 — Dấu hiệu nhận biết,2,Chặng 2 — Phân loại dạng,4,Chặng 3 — Dạng lai & dễ nhầm,2,s.phy.3 | s.phy.4 | s.phy.8 | s.phy.7 | s.phy.9 | s.phy.2 | s.phy.6 | s.phy.10,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Nhận diện dạng bài và nhớ lại công thức nền.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
