Mã nhiệm vụ,Phiếu luyện,Tiêu đề,Phần thi,Chuyên đề,Giai đoạn,Cấp độ,Dạng,Điểm KN,Lời giao việc,Ràng buộc
NV-1471,PL-HOA-GEN-L1-003,Phiếu kỹ năng & phương pháp: Hóa đại cương — cấp 1,Khoa học,Hóa đại cương,1,1,Phiếu kỹ năng & phương pháp,44,"Hoàn thành 8 câu chuyên đề ""Hóa đại cương"" trong khoảng 8 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 7 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-1472,PL-HOA-GEN-L1-004,Phiếu luyện nâng cao: Hóa đại cương — cấp 1,Khoa học,Hóa đại cương,1,1,Phiếu luyện nâng cao,56,"Hoàn thành 8 câu chuyên đề ""Hóa đại cương"" trong khoảng 8 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 8 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-1473,PL-HOA-GEN-L1-005,Phiếu ôn thi: Hóa đại cương — cấp 1,Khoa học,Hóa đại cương,1,1,Phiếu ôn thi,48,"Hoàn thành 8 câu chuyên đề ""Hóa đại cương"" trong khoảng 8 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 7 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-1474,PL-HOA-GEN-L1-006,Phiếu thi: Hóa đại cương — cấp 1,Khoa học,Hóa đại cương,1,1,Phiếu thi,72,"Hoàn thành 8 câu chuyên đề ""Hóa đại cương"" trong khoảng 7 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 8 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.",Phải đạt từ 90% để mở khóa cấp độ tiếp theo của tuyến này. Không tạm dừng giữa chừng.
NV-1475,PL-HOA-GEN-L2-001,Phiếu lý thuyết: Hóa đại cương — cấp 2,Khoa học,Hóa đại cương,1,2,Phiếu lý thuyết,48,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1476,PL-HOA-GEN-L2-002,Phiếu dạng bài & đọc vị: Hóa đại cương — cấp 2,Khoa học,Hóa đại cương,1,2,Phiếu dạng bài & đọc vị,60,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-1477,PL-HOA-GEN-L2-003,Phiếu kỹ năng & phương pháp: Hóa đại cương — cấp 2,Khoa học,Hóa đại cương,1,2,Phiếu kỹ năng & phương pháp,66,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-1478,PL-HOA-GEN-L2-004,Phiếu luyện nâng cao: Hóa đại cương — cấp 2,Khoa học,Hóa đại cương,1,2,Phiếu luyện nâng cao,84,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-1479,PL-HOA-GEN-L2-005,Phiếu ôn thi: Hóa đại cương — cấp 2,Khoa học,Hóa đại cương,1,2,Phiếu ôn thi,72,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 11 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-1480,PL-HOA-GEN-L2-006,Phiếu lý thuyết: Hóa đại cương — cấp 2,Khoa học,Hóa đại cương,1,2,Phiếu lý thuyết,48,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1481,PL-HOA-GEN-L2-007,Phiếu thi: Hóa đại cương — cấp 2,Khoa học,Hóa đại cương,1,2,Phiếu thi,108,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 10 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Phải đạt từ 90% để mở khóa cấp độ tiếp theo của tuyến này. Không tạm dừng giữa chừng.
NV-1482,PL-HOA-GEN-L3-001,Phiếu lý thuyết: Hóa đại cương — cấp 3,Khoa học,Hóa đại cương,2,3,Phiếu lý thuyết,72,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 16 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1483,PL-HOA-GEN-L3-002,Phiếu dạng bài & đọc vị: Hóa đại cương — cấp 3,Khoa học,Hóa đại cương,2,3,Phiếu dạng bài & đọc vị,90,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 14 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-1484,PL-HOA-GEN-L3-003,Phiếu kỹ năng & phương pháp: Hóa đại cương — cấp 3,Khoa học,Hóa đại cương,2,3,Phiếu kỹ năng & phương pháp,99,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-1485,PL-HOA-GEN-L3-004,Phiếu luyện nâng cao: Hóa đại cương — cấp 3,Khoa học,Hóa đại cương,2,3,Phiếu luyện nâng cao,126,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-1486,PL-HOA-GEN-L3-005,Phiếu ôn thi: Hóa đại cương — cấp 3,Khoa học,Hóa đại cương,2,3,Phiếu ôn thi,108,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-1487,PL-HOA-GEN-L3-006,Phiếu lý thuyết: Hóa đại cương — cấp 3,Khoa học,Hóa đại cương,2,3,Phiếu lý thuyết,72,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 16 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1488,PL-HOA-GEN-L3-007,Phiếu dạng bài & đọc vị: Hóa đại cương — cấp 3,Khoa học,Hóa đại cương,2,3,Phiếu dạng bài & đọc vị,90,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 14 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-1489,PL-HOA-GEN-L3-008,Phiếu thi: Hóa đại cương — cấp 3,Khoa học,Hóa đại cương,2,3,Phiếu thi,162,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 11 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Phải đạt từ 90% để mở khóa cấp độ tiếp theo của tuyến này. Không tạm dừng giữa chừng.
NV-1490,PL-HOA-GEN-L4-001,Phiếu lý thuyết: Hóa đại cương — cấp 4,Khoa học,Hóa đại cương,2,4,Phiếu lý thuyết,96,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 14 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1491,PL-HOA-GEN-L4-002,Phiếu dạng bài & đọc vị: Hóa đại cương — cấp 4,Khoa học,Hóa đại cương,2,4,Phiếu dạng bài & đọc vị,120,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-1492,PL-HOA-GEN-L4-003,Phiếu kỹ năng & phương pháp: Hóa đại cương — cấp 4,Khoa học,Hóa đại cương,2,4,Phiếu kỹ năng & phương pháp,132,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 11 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-1493,PL-HOA-GEN-L4-004,Phiếu luyện nâng cao: Hóa đại cương — cấp 4,Khoa học,Hóa đại cương,2,4,Phiếu luyện nâng cao,168,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 11 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-1494,PL-HOA-GEN-L4-005,Phiếu ôn thi: Hóa đại cương — cấp 4,Khoa học,Hóa đại cương,2,4,Phiếu ôn thi,144,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 10 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-1495,PL-HOA-GEN-L4-006,Phiếu lý thuyết: Hóa đại cương — cấp 4,Khoa học,Hóa đại cương,2,4,Phiếu lý thuyết,96,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 14 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1496,PL-HOA-GEN-L4-007,Phiếu dạng bài & đọc vị: Hóa đại cương — cấp 4,Khoa học,Hóa đại cương,2,4,Phiếu dạng bài & đọc vị,120,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-1497,PL-HOA-GEN-L4-008,Phiếu thi: Hóa đại cương — cấp 4,Khoa học,Hóa đại cương,2,4,Phiếu thi,216,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 9 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Phải đạt từ 90% để mở khóa cấp độ tiếp theo của tuyến này. Không tạm dừng giữa chừng.
NV-1498,PL-HOA-GEN-L5-001,Phiếu lý thuyết: Hóa đại cương — cấp 5,Khoa học,Hóa đại cương,3,5,Phiếu lý thuyết,128,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1499,PL-HOA-GEN-L5-002,Phiếu dạng bài & đọc vị: Hóa đại cương — cấp 5,Khoa học,Hóa đại cương,3,5,Phiếu dạng bài & đọc vị,160,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-1500,PL-HOA-GEN-L5-003,Phiếu kỹ năng & phương pháp: Hóa đại cương — cấp 5,Khoa học,Hóa đại cương,3,5,Phiếu kỹ năng & phương pháp,176,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-1501,PL-HOA-GEN-L5-004,Phiếu luyện nâng cao: Hóa đại cương — cấp 5,Khoa học,Hóa đại cương,3,5,Phiếu luyện nâng cao,224,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-1502,PL-HOA-GEN-L5-005,Phiếu ôn thi: Hóa đại cương — cấp 5,Khoa học,Hóa đại cương,3,5,Phiếu ôn thi,192,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 11 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-1503,PL-HOA-GEN-L5-006,Phiếu thi: Hóa đại cương — cấp 5,Khoa học,Hóa đại cương,3,5,Phiếu thi,288,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 10 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.",Phải đạt từ 90% để mở khóa cấp độ tiếp theo của tuyến này. Không tạm dừng giữa chừng.
NV-1504,PL-HOA-GEN-L6-001,Phiếu lý thuyết: Hóa đại cương — cấp 6,Khoa học,Hóa đại cương,3,6,Phiếu lý thuyết,176,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 6: Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1505,PL-HOA-GEN-L6-002,Phiếu dạng bài & đọc vị: Hóa đại cương — cấp 6,Khoa học,Hóa đại cương,3,6,Phiếu dạng bài & đọc vị,220,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 6: Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-1506,PL-HOA-GEN-L6-003,Phiếu kỹ năng & phương pháp: Hóa đại cương — cấp 6,Khoa học,Hóa đại cương,3,6,Phiếu kỹ năng & phương pháp,242,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 10 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 6: Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-1507,PL-HOA-GEN-L6-004,Phiếu luyện nâng cao: Hóa đại cương — cấp 6,Khoa học,Hóa đại cương,3,6,Phiếu luyện nâng cao,308,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 10 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 6: Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-1508,PL-HOA-GEN-L6-005,Phiếu ôn thi: Hóa đại cương — cấp 6,Khoa học,Hóa đại cương,3,6,Phiếu ôn thi,264,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 10 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 6: Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-1509,PL-HOA-GEN-L6-006,Phiếu lý thuyết: Hóa đại cương — cấp 6,Khoa học,Hóa đại cương,3,6,Phiếu lý thuyết,176,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 6: Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1510,PL-HOA-GEN-L6-007,Phiếu thi: Hóa đại cương — cấp 6,Khoa học,Hóa đại cương,3,6,Phiếu thi,396,"Hoàn thành 10 câu chuyên đề ""Hóa đại cương"" trong khoảng 9 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 6: Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Phải đạt từ 90% để mở khóa cấp độ tiếp theo của tuyến này. Không tạm dừng giữa chừng.
NV-1511,PL-HOA-INO-L1-001,Phiếu lý thuyết: Hóa vô cơ — cấp 1,Khoa học,Hóa vô cơ,1,1,Phiếu lý thuyết,32,"Hoàn thành 8 câu chuyên đề ""Hóa vô cơ"" trong khoảng 10 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 7 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1512,PL-HOA-INO-L1-002,Phiếu dạng bài & đọc vị: Hóa vô cơ — cấp 1,Khoa học,Hóa vô cơ,1,1,Phiếu dạng bài & đọc vị,40,"Hoàn thành 8 câu chuyên đề ""Hóa vô cơ"" trong khoảng 9 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 7 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-1513,PL-HOA-INO-L1-003,Phiếu kỹ năng & phương pháp: Hóa vô cơ — cấp 1,Khoa học,Hóa vô cơ,1,1,Phiếu kỹ năng & phương pháp,44,"Hoàn thành 8 câu chuyên đề ""Hóa vô cơ"" trong khoảng 8 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 7 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-1514,PL-HOA-INO-L1-004,Phiếu luyện nâng cao: Hóa vô cơ — cấp 1,Khoa học,Hóa vô cơ,1,1,Phiếu luyện nâng cao,56,"Hoàn thành 8 câu chuyên đề ""Hóa vô cơ"" trong khoảng 8 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 8 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-1515,PL-HOA-INO-L1-005,Phiếu ôn thi: Hóa vô cơ — cấp 1,Khoa học,Hóa vô cơ,1,1,Phiếu ôn thi,48,"Hoàn thành 8 câu chuyên đề ""Hóa vô cơ"" trong khoảng 8 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 7 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
