tuan,ngay,thu,gio,nhom,ma_bai,nghi_thuc,tru_cot,tieu_de,dinh_dang,cta,tang_gia_tri,muc_cham_soc,chu_de_thang,nguoi_phu_trach,trang_thai
12,2026-11-24,Thu Ba,11:45,G1 - Cộng đồng GITA365,G1-W12-N2,Bai nhe,Bang chung & cau chuyen,Một câu của thành viên khiến cả nhóm dừng lại,Anh trich dan tu thanh vien,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
12,2026-11-24,Thu Ba,11:45,G2 - Gia Đình Thịnh Vượng,G2-W12-N2,Bai nhe,Thi dua & vinh danh,Chào những gia đình mới đăng ký Mã gia đình tuần này,Goi ten gia dinh moi,Tra loi 1 dong,T0,CARE-1,THINH_VUONG,chua phan cong,chua soan
12,2026-11-24,Thu Ba,17:30,G2 - Gia Đình Thịnh Vượng,G2-W12-T3-BAN_,Bàn Ăn Yêu Thương,Hoat dong gia dinh,Câu hỏi bàn ăn: điều gì đáng để nhà mình giữ mãi?,Cau hoi ban an + anh mam com,Chup anh mam com va ke lai,T0,CARE-2,THINH_VUONG,chua phan cong,chua soan
12,2026-11-24,Thu Ba,19:45,G1 - Cộng đồng GITA365,G1-W12-T3-GIAI,Giải Mã,Nhan thuc & tu duy,Di sản bắt đầu từ một thói quen được truyền lại,Bai dai + so do,Tai cong cu tren web app,T1,CARE-3,NHAN_BAN,chua phan cong,chua soan
12,2026-11-25,Thu Tu,05:45,G1 - Cộng đồng GITA365,G1-W12-T4-CHO_,Cho Là Nhận,Thuc hanh co huong dan,Nhận đỡ đầu một Tổ ấm 6,Thu thach trong ngay,"Bao lai da giup ai, viec gi",T0,CARE-2,NHAN_BAN,chua phan cong,chua soan
12,2026-11-25,Thu Tu,11:45,G1 - Cộng đồng GITA365,G1-W12-N3,Bai nhe,Ket noi & nghi thuc,Chào mừng những người mới của tuần,Chao mung nguoi moi,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
12,2026-11-25,Thu Tu,11:45,G2 - Gia Đình Thịnh Vượng,G2-W12-N3,Bai nhe,Moi nhan cong cu tang 1,Bộ 12 trò chơi gắn kết cha mẹ - con cái đã có trên web app,Moi nhan bo cong cu tang 1,Tra loi 1 dong,T0,CARE-1,THINH_VUONG,chua phan cong,chua soan
12,2026-11-25,Thu Tu,19:45,G2 - Gia Đình Thịnh Vượng,G2-W12-T4-VIEC,Việc Tử Tế Của Gia Đình,Cau chuyen gia dinh,Quỹ Cho là nhận: nhà mình góp gì?,Ke lai 3 dong,Ke viec tu te va gan the mot gia dinh khac,T0,CARE-2,THINH_VUONG,chua phan cong,chua soan
12,2026-11-26,Thu Nam,11:45,G1 - Cộng đồng GITA365,G1-W12-N4,Bai nhe,Thuc hanh co huong dan,Thử ngay 5 phút: gọi cho một người bạn đang nghĩ tới,Thu ngay 5 phut,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
12,2026-11-26,Thu Nam,20:00,G1 - Cộng đồng GITA365,G1-W12-T5-HOI_,Hỏi & Đáp Cùng Cố Vấn,Ket noi & nghi thuc,Sống có ảnh hưởng mà không mất mình,Livestream 30-45 phut,Dat cau hoi truoc gio live,T2,CARE-3,NHAN_BAN,chua phan cong,chua soan
12,2026-11-26,Thu Nam,20:00,G2 - Gia Đình Thịnh Vượng,G2-W12-T5-CHA_,Cha Mẹ Tỉnh Thức,Ky nang cha me - vo chong,Truyền nếp nhà mà không áp đặt,Bai ky nang + kich ban noi,Thu toi nay va ke lai,T1,CARE-3,THINH_VUONG,chua phan cong,chua soan
12,2026-11-27,Thu Sau,11:45,G1 - Cộng đồng GITA365,G1-W12-N5,Bai nhe,Bang chung & cau chuyen,Trước và sau: ba mươi ngày của một thành viên,Truoc va sau,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
12,2026-11-27,Thu Sau,19:45,G1 - Cộng đồng GITA365,G1-W12-T6-BANG,Bằng Chứng,Bang chung & cau chuyen,Một câu nói đã đổi hướng cả nhà tôi,Cau chuyen chuyen hoa (UGC),Ke cau chuyen cua ban,T1,CARE-3,NHAN_BAN,chua phan cong,chua soan
12,2026-11-27,Thu Sau,19:45,G2 - Gia Đình Thịnh Vượng,G2-W12-T6-KHOE,Khoe Nhà Mình,Cau chuyen gia dinh,Điều nhà bạn tự hào nhất,Anh/video + cau chuyen,Dang anh that kem 1 cau chuyen,T0,CARE-3,THINH_VUONG,chua phan cong,chua soan
12,2026-11-28,Thu Bay,08:00,G1 - Cộng đồng GITA365,G1-W12-T7-THUC,Thực Chiến,Thuc hanh co huong dan,Bài tập: bản đồ ảnh hưởng của bạn,Bai tap + mau dien,Nop bai tren web app truoc Chu nhat,T1,CARE-2,NHAN_BAN,chua phan cong,chua soan
12,2026-11-28,Thu Bay,08:00,G2 - Gia Đình Thịnh Vượng,G2-W12-T7-CHOI,Gia Đình Chơi Cùng Nhau,Hoat dong gia dinh,Lập cây gia phả cùng con,Huong dan tro choi 15 phut,Choi va dang anh/video,T1,CARE-2,THINH_VUONG,chua phan cong,chua soan
12,2026-11-28,Thu Bay,11:45,G1 - Cộng đồng GITA365,G1-W12-N6,Bai nhe,Nhan thuc & tu duy,Điều ai cũng khuyên nhưng có thể sai với bạn,Goc nhin nguoc,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
12,2026-11-29,Chu Nhat,11:45,G1 - Cộng đồng GITA365,G1-W12-N7,Bai nhe,Moi goi hanh dong,Buổi định hướng nhóm nhỏ tuần này còn chỗ,Nhac buoi dinh huong,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
12,2026-11-29,Chu Nhat,21:00,G1 - Cộng đồng GITA365,G1-W12-CN-TONG,Tổng Kết & Vinh Danh,Moi goi hanh dong,Khép mùa: chúng ta đã cùng nhau đi tới đâu,Bang vinh danh + 1 loi moi,Loi moi duy nhat trong tuan,T2,CARE-3,NHAN_BAN,chua phan cong,chua soan
12,2026-11-29,Chu Nhat,21:00,G2 - Gia Đình Thịnh Vượng,G2-W12-CN-VINH,Bảng Vinh Danh Gia Đình,Thi dua & vinh danh,Khép mùa và mở mùa mới,Bang xep hang 4 bang dau,Co vu it nhat 3 gia dinh,T0,CARE-3,THINH_VUONG,chua phan cong,chua soan
